URL,Clase
https://en.wikipedia.org/wiki/Badminton,Sport
https://en.wikipedia.org/wiki/Table_tennis,Sport
https://en.wikipedia.org/wiki/Archery,Sport
https://en.wikipedia.org/wiki/Shooting_sports,Sport
https://en.wikipedia.org/wiki/Fencing,Sport
https://en.wikipedia.org/wiki/Bowling,Sport
https://en.wikipedia.org/wiki/Curling,Sport
https://en.wikipedia.org/wiki/Darts,Sport
https://en.wikipedia.org/wiki/Squash_(sport),Sport
https://en.wikipedia.org/wiki/Taekwondo,Sport
https://en.wikipedia.org/wiki/Judo,Sport
https://en.wikipedia.org/wiki/Karate,Sport
https://en.wikipedia.org/wiki/Swimming_pool,Sport
https://en.wikipedia.org/wiki/Football_pitch,Sport
https://en.wikipedia.org/wiki/Tennis_court,Sport
https://en.wikipedia.org/wiki/Golf_course,Sport
https://en.wikipedia.org/wiki/Basketball_court,Sport
https://en.wikipedia.org/wiki/Volleyball_court,Sport
https://en.wikipedia.org/wiki/Stadium,Sport
https://en.wikipedia.org/wiki/Athletics_track,Sport
https://en.wikipedia.org/wiki/Skatepark,Sport
https://en.wikipedia.org/wiki/Ice_rink,Sport
https://en.wikipedia.org/wiki/Sports_venue,Sport
https://en.wikipedia.org/wiki/Sports_car,Sport
https://en.wikipedia.org/wiki/Sports_equipment,Sport
